Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Congo,20,56,14,701,0,4599,0,0,0,0,0,0,0,0,0,189,0,7
Namibia,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2
Caribbean Nes,0,0,0,0,0,0,0,0,0,0,40578,0,0,0,0,0,0,0
Marshall Islands,0,0,227,0,0,0,0,0,0,0,10640,0,0,0,0,0,0,0
Antigua and Barbuda,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,45436,15704,8307,0,41741,0,0,54581,0
Bahamas,0,0,0,0,108215,140139,0,0,100211,52974,0,64442,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41816,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42216,0,0
Cameroon,20,0,0,0,0,0,0,3093,0,0,1788,0,5817,6703,0,0,0,0
Colombia,0,0,0,73173,0,0,0,0,0,0,111930,292968,457063,0,0,0,0,0
Benin,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,35844,0,0,0,0,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15344,0
Ecuador,0,0,0,84708,37911,0,39565,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,42573,0,0,0,0,0,0,0
Gabon,18,0,6,0,0,0,0,0,0,0,0,0,2158,7,0,0,0,0
Germany,0,0,0,0,64644,0,113810,0,0,99316,0,0,0,0,0,0,0,0
Ghana,0,0,0,2026,0,0,10588,0,0,0,0,4387,0,22,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17155,8844,100372,0
Guinea,0,0,0,0,85711,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,11477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,162321,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,69266,423547,186776,70499,57877,0
Côte d'Ivoire,0,0,0,0,34270,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,140828,91206,0,0,290455,351933,321063,296659,17608,280448,235393,55827,52661,89679,0
Jordan,0,0,0,0,0,0,0,0,0,0,24350,0,53040,0,0,0,0,0
"Korea, Republic of",0,0,0,373066,161667,93715,0,35064,129831,33240,61556,126889,88430,143979,61375,64266,93016,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,50632,124264,52131,48084,44213,0
Malta,374,129,0,0,0,0,0,0,0,0,0,15860,0,0,0,0,0,0
Mexico,0,0,0,9834,0,0,32675,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,30835,0,0,0,0,2921,0,0,0,0,0,0,13943,9309,0
Netherlands Antilles,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curaçao,0,0,0,0,0,0,0,0,0,0,82592,0,0,0,0,0,0,0
Nigeria,2,12,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,0
Norway,0,4,0,0,58427,0,0,0,0,164929,0,0,0,0,126425,82797,0,0
Panama,0,0,292,0,0,77969,32664,959156,714854,709382,495024,39258,184402,129361,24050,0,0,0
Peru,0,0,0,375065,208404,403725,646148,408538,202231,0,0,0,40076,0,64847,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11843,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231797,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,45268,0,0,0,0,0,0,0
Viet Nam,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,334813,0,25530,171363,0,0,0,11305,0,0,24387,0,0,0
Switzerland,0,0,0,0,0,0,0,25479,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,18140,0,0,0,0,0
Uruguay,0,0,0,0,37299,0,0,0,311401,217486,0,196227,0,333045,343424,156004,334142,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.972023558,0.651410407,0.741638164,0.291254272,0.342389759,0.342907358,0.340243217,0.388468695,0.389852952,0.387063595,0.394853062,0.446774977,0.527212893,0.560345653,0.589756859,0.614004418,0.5825224,0.377398652
